City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
282,Loch Garman,52.3342,-6.4575,15.5,90,98,7.15,IE,2023-07-15
283,Madras,13.0878,80.2785,30.99,84,40,4.12,IN,2023-07-15
284,Tinajo,29.0788,-13.7081,24.49,73,75,9.26,ES,2023-07-15
285,Laojunmiao,39.8333,97.7333,22.85,26,0,2.24,CN,2023-07-15
286,Okhotsk,59.3833,143.3,12.69,91,100,2.25,RU,2023-07-15
287,Smithers,54.7804,-127.1743,24.18,41,75,1.54,CA,2023-07-15
288,Slatina,44.4333,24.3667,26.37,52,0,3.04,RO,2023-07-15
289,Safranbolu,41.2508,32.6942,17.19,88,0,0.84,TR,2023-07-15
290,Kaohsiung,22.6163,120.3133,28.35,85,75,2.57,TW,2023-07-15
291,La Gi,10.6667,107.7833,25.49,91,100,4.7,VN,2023-07-15
292,Nuriootpa,-34.4833,139.0,5.21,86,2,1.28,AU,2023-07-15
293,Forster,-32.1667,152.5167,12.49,71,6,2.76,AU,2023-07-15
294,Kodinsk,58.6881,99.1844,15.53,49,100,2.05,RU,2023-07-15
295,Dunedin,-45.8742,170.5036,7.83,82,100,4.37,NZ,2023-07-15
296,Rio Grande,-32.035,-52.0986,13.06,73,55,2.47,BR,2023-07-15
297,Tarfaya,27.9358,-12.9218,22.08,87,0,9.26,MA,2023-07-15
298,San Juan,-31.5375,-68.5364,13.36,37,0,5.59,AR,2023-07-15
299,Pozarevac,44.6153,21.1825,23.95,64,0,2.81,RS,2023-07-15
300,Nova Vicosa,-17.8919,-39.3719,22.71,71,100,5.54,BR,2023-07-15
301,Mahavelona,-17.6848,49.5087,20.99,69,100,5.95,MG,2023-07-15
302,Constantia,44.1833,28.65,22.61,75,0,3.87,RO,2023-07-15
303,Mumbwa,-14.9783,27.0619,13.9,50,0,2.75,ZM,2023-07-15
304,Vernon,50.2581,-119.2691,32.94,23,66,1.03,CA,2023-07-15
305,Jinghong,21.991,100.7341,22.31,99,86,0.99,CN,2023-07-15
306,Mooloolaba,-26.6833,153.1167,14.06,81,9,2.52,AU,2023-07-15
307,Sinabang,2.4803,96.3801,26.02,79,100,0.69,ID,2023-07-15
308,Castillos,-34.1667,-53.8333,11.12,63,90,3.7,UY,2023-07-15
309,Pitimbu,-7.4706,-34.8086,27.33,81,4,4.59,BR,2023-07-15
310,Mirriah,13.7073,9.1501,35.65,30,18,5.54,NE,2023-07-15
311,Horki,54.2861,30.9842,15.1,61,2,3.11,BY,2023-07-15
312,Sheridan,44.8333,-106.9173,28.9,38,0,1.79,US,2023-07-15
313,Takoradi,4.8845,-1.7554,25.21,87,10,3.59,GH,2023-07-15
314,La'Ie,21.6477,-157.9253,26.98,77,10,1.79,US,2023-07-15
315,Tyukhtet,56.5389,89.3011,13.83,96,40,3.02,RU,2023-07-15
316,El Burgo De Osma,41.5862,-3.0652,20.64,37,0,3.95,ES,2023-07-15
317,Sur,22.5667,59.5289,30.23,65,6,5.31,OM,2023-07-15
318,Tvardita,46.1547,28.9656,22.69,41,0,1.9,MD,2023-07-15
319,Emerald,-23.5333,148.1667,10.75,89,0,2.73,AU,2023-07-15
320,Zaterechnyy,44.7931,45.2097,24.51,47,76,2.91,RU,2023-07-15
321,Turpan,42.9333,89.1667,37.32,12,8,1.3,CN,2023-07-15
322,Ubon Ratchathani,15.1667,105.1667,28.94,80,100,2.89,TH,2023-07-15
323,Galliano,29.4422,-90.2992,37.22,52,40,5.14,US,2023-07-15
324,Portland,45.5234,-122.6762,34.99,37,20,3.6,US,2023-07-15
325,Richards Bay,-28.783,32.0377,16.35,60,5,2.6,ZA,2023-07-15
326,Atafu Village,-8.5421,-172.5159,28.55,71,25,5.72,TK,2023-07-15
327,Berdigestyakh,62.0989,126.6992,6.61,78,5,1.67,RU,2023-07-15
328,Alesund,62.4723,6.1549,18.84,81,0,1.54,NO,2023-07-15
329,Anloga,5.7947,0.8973,26.05,86,22,6.04,GH,2023-07-15
330,Tingi,-11.3,35.0333,12.98,72,0,0.84,TZ,2023-07-15
331,Saltillo,25.4167,-101.0,31.92,29,90,6.29,MX,2023-07-15
332,Fort St. John,56.2499,-120.8529,21.94,56,100,2.57,CA,2023-07-15
333,Mount Gambier,-37.8333,140.7667,8.73,82,73,2.44,AU,2023-07-15
334,Ascension,30.2169,-90.9001,36.76,51,40,3.6,US,2023-07-15
335,Nagqu,31.5,92.0,3.5,88,7,1.31,CN,2023-07-15
336,Amsterdam,52.374,4.8897,19.42,62,20,10.8,NL,2023-07-15
337,El Nido,11.1858,119.3956,27.61,81,100,10.17,PH,2023-07-15
338,Tefe,-3.3542,-64.7114,32.06,74,40,2.57,BR,2023-07-15
339,Island Harbour,50.724,-1.2758,17.04,86,44,4.47,GB,2023-07-15
340,Santo Domingo,18.5001,-69.9886,33.82,68,40,3.09,DO,2023-07-15
341,Urangan,-25.3,152.9,19.42,65,100,3.01,AU,2023-07-15
342,Borba,-4.3878,-59.5939,30.69,56,95,1.25,BR,2023-07-15
343,Bikenibeu Village,1.3673,173.1241,29.98,74,40,3.09,KI,2023-07-15
344,Mukalla,14.5425,49.1242,32.0,51,5,2.04,YE,2023-07-15
345,Merritt,50.1123,-120.7942,30.74,21,75,1.79,CA,2023-07-15
346,Moratuwa,6.773,79.8816,27.01,86,98,3.45,LK,2023-07-15
347,Kantagi,43.5264,68.5775,24.8,27,0,6.93,KZ,2023-07-15
348,La Passe,45.5549,-0.8967,19.43,62,7,5.95,FR,2023-07-15
349,Plastun,44.7561,136.2939,14.26,91,100,1.68,RU,2023-07-15
350,Edd,13.9297,41.6925,33.19,56,40,2.88,ER,2023-07-15
351,Touros,-5.1989,-35.4608,26.37,76,5,6.27,BR,2023-07-15
352,At Taj,24.2049,23.2857,30.14,21,98,4.95,LY,2023-07-15
353,Dombarovskiy,50.7587,59.5386,18.85,73,100,4.23,RU,2023-07-15
354,Chibougamau,49.9168,-74.3659,24.79,47,0,5.66,CA,2023-07-15
355,Osceola,28.042,-81.1242,34.89,62,100,2.26,US,2023-07-15
356,Funafuti,-8.5243,179.1942,30.0,79,75,0.0,TV,2023-07-15
357,Kuta,-8.7233,115.1723,25.0,88,20,1.54,ID,2023-07-15
358,Bintulu,3.1667,113.0333,24.23,94,20,2.68,MY,2023-07-15
359,Halych,49.1218,24.7258,19.41,70,0,1.95,UA,2023-07-15
360,Saint Augustine Beach,29.8505,-81.2654,33.9,63,97,1.57,US,2023-07-15
361,Kolpny,52.2282,37.0368,13.85,94,31,3.38,RU,2023-07-15
362,San Jose,37.3394,-121.895,37.61,43,0,2.57,US,2023-07-15
363,Prado,-17.3411,-39.2208,22.58,74,100,5.13,BR,2023-07-15
364,Palikir - National Government Center,6.9248,158.1611,27.41,83,75,2.06,FM,2023-07-15
365,Xuanzhou,30.9525,118.7553,24.17,93,29,0.5,CN,2023-07-15
366,Urzhum,57.1141,49.9996,13.54,86,99,2.79,RU,2023-07-15
367,Kristiansund,63.1115,7.732,19.36,52,75,3.09,NO,2023-07-15
368,Kailua-Kona,19.6406,-155.9956,26.98,80,75,5.14,US,2023-07-15
369,Khanpur Mahar,27.8436,69.4137,33.44,52,19,8.43,PK,2023-07-15
370,Malabar,-33.9667,151.25,15.39,77,75,4.12,AU,2023-07-15
371,Alpine,32.835,-116.7664,38.7,45,0,4.12,US,2023-07-15
372,Osh,40.5151,72.8083,23.36,57,20,2.0,KG,2023-07-15
373,Acheng,45.5454,126.977,17.94,96,99,2.13,CN,2023-07-15
374,Fortuna,40.5982,-124.1573,19.81,82,0,6.17,US,2023-07-15
375,Nikolayevsk-On-Amure,53.1406,140.73,14.12,74,100,1.6,RU,2023-07-15
376,Huanuni,-18.2667,-66.85,10.31,9,21,5.91,BO,2023-07-15
377,Tosontsengel,48.7567,98.2839,11.44,81,6,0.97,MN,2023-07-15
378,Ulsteinvik,62.3432,5.8487,18.84,82,100,2.24,NO,2023-07-15
379,Columbia,34.0007,-81.0348,30.0,83,40,5.66,US,2023-07-15
380,Jinhua,29.1078,119.6547,25.59,95,62,1.58,CN,2023-07-15
381,Behompy,-23.2496,43.8557,17.72,56,0,2.68,MG,2023-07-15
382,Keflavik,64.0049,-22.5624,10.95,71,0,11.83,IS,2023-07-15
383,Yarumal,6.9632,-75.4174,17.43,85,32,1.38,CO,2023-07-15
384,Mozarlandia,-14.7447,-50.5706,34.11,23,15,2.4,BR,2023-07-15
385,Usogorsk,63.4106,48.6872,15.79,80,98,1.57,RU,2023-07-15
386,Dalkey,53.2783,-6.1003,14.73,89,75,7.2,IE,2023-07-15
387,Salalah,17.0151,54.0924,26.05,100,100,3.09,OM,2023-07-15
388,Sandnessjoen,66.0217,12.6316,16.29,72,14,6.4,NO,2023-07-15
389,Kharp,66.8014,65.8081,11.2,76,28,1.09,RU,2023-07-15
390,Vila Franca Do Campo,37.7167,-25.4333,21.23,77,67,3.44,PT,2023-07-15
391,Pariaman,-0.619,100.12,25.21,81,99,1.55,ID,2023-07-15
392,Lake Havasu City,34.4839,-114.3224,48.37,7,27,1.79,US,2023-07-15
393,Ebon,4.582,168.6964,27.99,80,97,5.82,MH,2023-07-15
394,Bahir Dar,11.5936,37.3908,16.93,88,99,1.75,ET,2023-07-15
395,Vorgashor,67.5833,63.95,9.67,76,46,1.66,RU,2023-07-15
396,Alaca,40.1683,34.8425,18.09,85,0,3.0,TR,2023-07-15
397,Baiyin,36.5583,104.2081,20.73,37,0,0.24,CN,2023-07-15
398,Yamada,39.4667,141.95,24.04,90,100,3.68,JP,2023-07-15
399,Sao Luis De Montes Belos,-16.525,-50.3722,30.02,30,35,2.37,BR,2023-07-15
400,Bestobe,52.4994,73.0975,16.57,76,100,8.26,KZ,2023-07-15
401,Arkhangel'Sk,64.5401,40.5433,15.63,74,99,1.65,RU,2023-07-15
402,Iskateley,67.6803,53.1512,15.95,68,12,0.94,RU,2023-07-15
403,Cadale,2.7603,46.3222,25.38,80,100,8.09,SO,2023-07-15
404,Deqen,29.9618,90.7188,10.43,83,99,0.74,CN,2023-07-15
405,Ponta Delgada,37.7333,-25.6667,21.4,73,20,6.69,PT,2023-07-15
406,Rio Gallegos,-51.6226,-69.2181,2.03,64,0,9.26,AR,2023-07-15
407,Vadso,70.0744,29.7487,13.49,94,100,2.57,NO,2023-07-15
408,Weno,7.4515,151.8468,29.0,77,100,7.53,FM,2023-07-15
409,Vilyuysk,63.7553,121.6247,6.67,95,100,4.73,RU,2023-07-15
410,Kuqa,41.7278,82.9364,31.27,20,0,1.14,CN,2023-07-15
411,Pyapon,16.2833,95.6833,25.9,91,100,2.32,MM,2023-07-15
412,Dubbo,-32.25,148.6167,10.07,87,100,2.06,AU,2023-07-15
413,Lamar,33.6668,-95.5836,35.55,69,20,6.17,US,2023-07-15
414,Flying Fish Cove,-10.4217,105.6791,23.82,88,100,4.63,CX,2023-07-15
415,Satuek,15.297,103.2919,28.94,69,98,5.66,TH,2023-07-15
416,Christchurch,-43.5333,172.6333,8.56,73,100,2.06,NZ,2023-07-15
417,Siracusa,37.0881,15.2792,27.77,59,0,1.2,IT,2023-07-15
418,Berezovo,63.9381,65.0419,13.55,68,0,1.53,RU,2023-07-15
419,Dunyapur,29.7995,71.7196,36.18,41,22,4.46,PK,2023-07-15
420,Sao Tome,0.3365,6.7273,24.62,83,65,3.27,ST,2023-07-15
421,Parabel',58.6978,81.4825,10.51,97,83,2.16,RU,2023-07-15
422,Al Kharijah,25.4514,30.5464,31.72,16,15,3.35,EG,2023-07-15
423,Penhalonga,-18.8911,32.6978,9.3,86,39,0.97,ZW,2023-07-15
424,Arcachon,44.5875,-1.0519,20.18,68,100,2.06,FR,2023-07-15
425,Launceston,-41.45,147.1667,10.45,88,97,8.23,AU,2023-07-15
426,Nar'Yan-Mar,67.6713,53.087,15.95,68,11,0.95,RU,2023-07-15
427,Xiongzhou,25.1167,114.3,26.04,88,97,0.42,CN,2023-07-15
428,Kapuskasing,49.4169,-82.4331,25.05,60,100,4.12,CA,2023-07-15
429,Laguna,38.421,-121.4238,40.19,30,0,2.06,US,2023-07-15
430,Palmer,42.1584,-72.3287,31.91,62,75,3.09,US,2023-07-15
431,Bonga,7.2833,36.2333,14.36,98,15,0.59,ET,2023-07-15
432,Grand Falls-Windsor,48.9332,-55.6649,28.06,68,98,1.34,CA,2023-07-15
433,Argo,37.6333,22.7333,31.55,46,0,1.22,GR,2023-07-15
434,Harper,4.375,-7.7169,24.61,86,9,2.57,LR,2023-07-15
435,Nouadhibou,20.931,-17.0347,23.99,83,51,5.14,MR,2023-07-15
436,Saint Croix,17.7397,-64.7388,30.25,66,40,6.69,VI,2023-07-15
437,Nasir,15.5894,32.5634,36.47,28,85,7.94,SD,2023-07-15
438,Sena Madureira,-9.0656,-68.6569,33.95,35,5,0.35,BR,2023-07-15
439,Quatre Cocos,-20.2078,57.7625,23.06,78,56,7.02,MU,2023-07-15
440,Mataquescuintla,14.5292,-90.1842,24.97,68,36,1.22,GT,2023-07-15
441,Odacho-Oda,35.1833,132.5,24.39,91,37,4.6,JP,2023-07-15
442,Eyl,7.9803,49.8164,25.33,76,2,11.24,SO,2023-07-15
443,Kamareddi,18.3167,78.35,24.55,82,100,5.05,IN,2023-07-15
444,Luderitz,-26.6481,15.1594,15.85,57,0,5.58,NA,2023-07-15
445,Kone,-21.0595,164.8658,16.51,72,20,2.65,NC,2023-07-15
446,Muscat,23.6139,58.5922,33.01,59,39,1.56,OM,2023-07-15
447,Eastham,41.8301,-69.9739,28.86,84,75,3.09,US,2023-07-15
448,Mutoko,-17.397,32.2268,8.26,80,0,1.99,ZW,2023-07-15
449,Namsos,64.4662,11.4957,17.95,63,100,1.54,NO,2023-07-15
450,Kaa-Khem,51.6833,94.7333,20.31,59,97,1.1,RU,2023-07-15
451,Jianshui,23.6363,102.8264,18.4,88,85,1.39,CN,2023-07-15
452,Lashio,22.9333,97.75,20.9,100,100,0.39,MM,2023-07-15
453,Grand-Bourg,15.8835,-61.3148,30.97,76,97,7.36,GP,2023-07-15
454,Aragarcas,-15.8975,-52.2508,32.36,35,0,0.0,BR,2023-07-15
455,Severo-Yeniseyskiy,60.3725,93.0408,10.66,74,100,2.74,RU,2023-07-15
456,Oranjemund,-28.55,16.4333,14.09,71,0,2.31,NA,2023-07-15
457,Coahuayana De Hidalgo,18.7,-103.6583,34.01,56,99,3.45,MX,2023-07-15
458,Sisimiut,66.9395,-53.6735,4.48,96,100,2.98,GL,2023-07-15
459,Magadan,59.5667,150.8,12.98,79,41,1.2,RU,2023-07-15
460,Labytnangi,66.6572,66.4183,10.84,67,86,3.73,RU,2023-07-15
461,Stjordalshalsen,63.4681,10.9262,19.0,59,0,6.69,NO,2023-07-15
462,Kourou,5.1552,-52.6478,30.03,70,69,4.2,GF,2023-07-15
463,Baukau,51.5526,7.2042,23.52,71,7,4.52,DE,2023-07-15
464,Daru,-9.0763,143.2092,24.22,79,100,5.46,PG,2023-07-15
465,Grimstad,58.3405,8.5934,16.95,93,100,3.57,NO,2023-07-15
466,Al Jubayl,27.0112,49.6583,32.35,69,8,3.25,SA,2023-07-15
467,Saudarkrokur,65.7461,-19.6394,6.4,96,100,5.46,IS,2023-07-15
468,Mar Del Plata,-38.0023,-57.5575,12.19,52,0,7.6,AR,2023-07-15
469,East End,34.5507,-92.341,32.84,48,69,4.01,US,2023-07-15
470,Barra De Santo Antonio,-9.4047,-35.5072,26.6,82,1,3.06,BR,2023-07-15
471,Ocumare Del Tuy,10.1165,-66.7761,29.78,94,92,1.38,VE,2023-07-15
472,Bubaque,11.2833,-15.8333,26.21,84,100,6.39,GW,2023-07-15
473,Aflou,34.1128,2.1023,29.89,10,36,4.64,DZ,2023-07-15
474,Stephenville,32.2207,-98.2023,38.75,36,0,5.14,US,2023-07-15
475,Kidal,18.4411,1.4078,29.27,54,80,5.98,ML,2023-07-15
476,Walvis Bay,-22.9575,14.5053,15.53,38,0,0.0,NA,2023-07-15
477,Samana,19.2056,-69.3369,31.12,79,40,3.09,DO,2023-07-15
478,Al Majaridah,19.1236,41.9111,33.17,50,44,0.14,SA,2023-07-15
479,Shimoda,34.6667,138.95,26.17,92,89,7.86,JP,2023-07-15
480,Bellary,15.15,76.9333,25.34,74,100,7.21,IN,2023-07-15
481,Tokar,18.4254,37.729,33.31,42,96,9.95,SD,2023-07-15
482,Anupgarh,29.1911,73.2086,33.78,52,92,3.64,IN,2023-07-15
483,La Paz,-16.5,-68.15,17.99,11,20,2.06,BO,2023-07-15
484,Port Isabel,26.0734,-97.2086,36.02,49,0,8.75,US,2023-07-15
485,Benghazi,32.1167,20.0667,27.34,74,2,8.33,LY,2023-07-15
486,Toliara,-23.35,43.6667,19.82,60,0,3.69,MG,2023-07-15
487,Kavaratti,10.5669,72.642,28.01,79,100,6.94,IN,2023-07-15
488,Ust'-Ilimsk,58.0006,102.6619,15.39,43,100,1.93,RU,2023-07-15
489,Mossel Bay,-34.1831,22.146,13.96,74,46,3.46,ZA,2023-07-15
490,Kasongo-Lunda,-6.4667,16.8167,24.64,33,4,0.24,CD,2023-07-15
491,Nguigmi,14.2495,13.1092,29.6,57,61,5.44,NE,2023-07-15
492,Palpa,-14.5336,-75.1856,27.41,39,8,3.28,PE,2023-07-15
493,Ngaruawahia,-37.6674,175.1555,14.12,90,66,4.84,NZ,2023-07-15
494,Port Augusta,-32.5,137.7667,7.39,81,0,3.49,AU,2023-07-15
495,Zaozersk,69.4005,32.4476,14.53,92,93,1.58,RU,2023-07-15
496,Vilalba,43.3,-7.6833,15.61,81,2,1.88,ES,2023-07-15
497,Freetown,8.484,-13.2299,26.84,83,75,3.6,SL,2023-07-15
498,Narasimharajapura,13.6167,75.5167,21.23,94,100,1.99,IN,2023-07-15
499,Beloyarskiy,63.7119,66.6722,13.24,67,0,0.87,RU,2023-07-15
500,Guerrero Negro,27.9769,-114.0611,25.68,55,17,6.67,MX,2023-07-15
501,Cururupu,-1.8283,-44.8683,27.88,73,60,2.47,BR,2023-07-15
502,San Sebastian De La Gomera,28.0916,-17.1133,27.2,65,0,5.14,ES,2023-07-15
503,Mogoytuy,51.2833,114.9167,16.52,61,0,0.9,RU,2023-07-15
504,Tamanrasset,22.785,5.5228,31.95,11,0,2.06,DZ,2023-07-15
505,Adrar,20.5022,-10.0711,37.21,20,91,7.78,MR,2023-07-15
506,Mumford,5.2618,-0.759,25.31,88,76,4.89,GH,2023-07-15
507,Pimenta Bueno,-11.6725,-61.1936,33.91,31,0,1.56,BR,2023-07-15
508,Inari,68.906,27.0288,16.11,91,95,1.34,FI,2023-07-15
509,Coronel,-37.0167,-73.1333,12.01,56,40,2.59,CL,2023-07-15
510,Al Jawf,29.5,38.75,34.14,11,3,3.34,SA,2023-07-15
511,Anaco,9.4389,-64.4728,32.17,48,78,3.9,VE,2023-07-15
512,Vermillion,42.7794,-96.9292,27.11,47,0,6.08,US,2023-07-15
513,Remontnoye,46.5614,43.6501,19.6,69,0,3.92,RU,2023-07-15
514,Zapala,-38.8992,-70.0544,5.66,40,0,1.72,AR,2023-07-15
515,Bardai,11.65,7.2333,28.48,46,5,3.16,NG,2023-07-15
516,Westport,41.1415,-73.3579,32.01,75,0,4.63,US,2023-07-15
517,Teknaf,20.8624,92.3058,25.84,90,98,3.81,BD,2023-07-15
518,Minot Air Force Base,48.4209,-101.3391,21.1,51,100,7.72,US,2023-07-15
519,Kenai,60.5544,-151.2583,13.05,98,100,2.57,US,2023-07-15
520,Brookings,44.3114,-96.7984,24.47,57,0,6.17,US,2023-07-15
521,Cabedelo,-6.9811,-34.8339,27.37,82,4,4.93,BR,2023-07-15
522,Tsaratanana,-16.7833,47.65,17.56,69,1,5.06,MG,2023-07-15
523,Arak,34.0917,49.6892,26.59,14,0,2.01,IR,2023-07-15
524,Zacualtipan,20.65,-98.6,26.57,41,0,5.22,MX,2023-07-15
525,Pierre,44.3683,-100.351,28.51,34,75,7.2,US,2023-07-15
526,Tamiahua,21.2667,-97.45,32.61,60,11,6.85,MX,2023-07-15
527,Lerwick,60.1545,-1.1494,15.0,92,86,3.51,GB,2023-07-15
528,Kondopoga,62.2057,34.2614,13.82,94,28,1.05,RU,2023-07-15
529,Ocean Shores,46.9737,-124.1563,28.03,83,0,4.92,US,2023-07-15
530,Usinsk,65.9939,57.5281,15.24,70,2,2.29,RU,2023-07-15
531,Falun,60.6036,15.626,18.86,84,100,1.99,SE,2023-07-15
532,Igrim,63.1906,64.4162,13.44,70,5,1.52,RU,2023-07-15
533,Sayyan,15.1718,44.3244,19.96,48,19,1.74,YE,2023-07-15
534,Ust'-Talovka,50.5493,81.85,17.75,37,9,1.34,KZ,2023-07-15
535,Jiangyan,32.5061,120.1428,24.5,92,100,1.2,CN,2023-07-15
536,Sabanozu,40.4825,33.2835,20.42,71,0,3.14,TR,2023-07-15
537,Progreso,21.2833,-89.6667,37.84,68,5,7.59,MX,2023-07-15
538,Lensk,60.7253,114.9278,7.07,66,66,0.99,RU,2023-07-15
539,Jeddah,21.5169,39.2192,31.92,70,0,2.57,SA,2023-07-15
540,Twon-Brass,4.3151,6.2418,25.48,87,100,2.79,NG,2023-07-15
541,San Luis,-33.295,-66.3356,12.54,41,2,2.87,AR,2023-07-15
542,Kruisfontein,-34.0033,24.7314,12.16,85,100,2.27,ZA,2023-07-15
543,Diu,20.7141,70.9822,27.35,82,100,6.98,IN,2023-07-15
544,San Agustin De Valle Fertil,-30.6335,-67.4682,13.88,36,0,2.83,AR,2023-07-15
545,Crucecita,-28.95,-58.9833,17.7,45,0,0.35,AR,2023-07-15
546,Braganca,-1.0536,-46.7656,27.94,74,89,2.71,BR,2023-07-15
547,El Granada,37.5027,-122.4694,34.48,67,20,3.6,US,2023-07-15
548,Dolbeau-Mistassini,48.8763,-72.212,26.36,68,64,3.23,CA,2023-07-15
549,Khovd,48.0056,91.6419,22.24,32,9,3.2,MN,2023-07-15
550,Praia Da Vitoria,38.7333,-27.0667,23.14,73,75,4.7,PT,2023-07-15
551,Tutayev,57.8853,39.5406,12.77,87,16,1.9,RU,2023-07-15
552,Saldanha,-33.0117,17.9442,14.03,89,100,4.48,ZA,2023-07-15
553,Morondava,-20.2833,44.2833,21.0,77,0,4.89,MG,2023-07-15
554,Oriximina,-1.7656,-55.8661,34.29,41,73,3.2,BR,2023-07-15
555,Dudinka,69.4058,86.1778,3.68,94,93,6.08,RU,2023-07-15
556,Belmonte,-15.8631,-38.8828,22.56,90,97,5.81,BR,2023-07-15
557,Tinnanur,13.1114,80.0261,30.86,69,100,3.45,IN,2023-07-15
558,East London,-33.0153,27.9116,18.3,59,45,2.77,ZA,2023-07-15
559,Abalak,58.1286,68.5944,13.54,90,100,3.41,RU,2023-07-15
560,Sturgeon Bay,44.8342,-87.377,26.99,53,0,3.6,US,2023-07-15
561,Morton,46.7722,-101.2615,22.09,39,55,6.99,US,2023-07-15
562,Illizi,26.4833,8.4667,34.89,7,0,5.24,DZ,2023-07-15
563,Antonio Enes,-16.2325,39.9086,21.52,76,1,4.05,MZ,2023-07-15
564,Lucea,18.451,-78.1736,31.92,73,70,5.35,JM,2023-07-15
